text,sentiment
mr speaker  this is a profound tragedy for the schiavo family  and i sympathize with all of the family members   it is also a deeply personal matter  one which should be decided within the family   no one wants this personal decision to be made by 536 politicians  435 members of the house  100 members of the senate  and the president of the united states   the facts of this tragedy  and the competing wishes of the family members  have already been determined by those best placed to d,0
mr speaker  i thank the gentleman from massachusetts  mr frank   for yielding me time   there are a number of things that i would like to correct for the record before i begin   i apologize for not knowing the state that the gentleman is from  but the representation regarding the care of theresa schiavo by her husband as represented in the chamber is totally inaccurate   theresa s husband  and i am quoting from the guardian ad litem report  the independent guardian ad litem report th,0
mr speaker  our colleagues have spent this evening reiterating factually inaccurate information  and i want to make sure we clear it up   the independent guardian ad litem appointed to represent terri schiavo has said in his report that  despite the facts cited by my colleagues on the other side of the aisle who have said that terri felt pain and laughs and cries  that that is factually inaccurate  that her cerebral cortex has been liquefied  and that is the area of the brain that respon,0
mr speaker  i thank the gentleman for yielding me this time   mr speaker  there have been a lot of charges talked about tonight and a lot of emotion   this is a painful process   as a physician  i have dealt with endoflife decisions in families as they struggle countless times   why is this one different   first and foremost  there is no living will in place  and  second  there is a fundamental disagreement between terri s husband and her parents  two who normally would agree ,1
mr speaker  i shall not try to influence the opinion of anyone on this issue   i will simply share with you my opinion  the opinion of a physician of almost 41 years duration   i am a head and neck surgeon   i have done cancer surgery almost all of those years   i have done much maxillofacial trauma all of those years and dealt with situations like this on numerous occasions   terri schiavo has spontaneous respiratory activities and respontaneous cardiac activity   she is not on life su,1
mr speaker  i have served as the senior pastor of st   james united methodist church for 30 years  for 30 years   and over those 30 years  i have had countless men and women who have come to me in situations of decisions that had to be made regarding family members  and in the privacy of a home or in a waiting room  we have dealt with those decisions   tonight  i want to talk about the shame of this debate   the shame of this debate is that in spite of the fact that we are a great leg,0
mr speaker  while i was at home this weekend  my little 2yearold girl wanted me to take her for a walk   i looked forward to having some `` daddy time  with her   but before we could leave  she fell asleep on our stairway   i picked her up  cradled her  and brought her to her bed   as i looked at her precious little face  i thought of terri schiavo s mother and father  how they must have cradled their little girl  loved her  watched her grow  given her hand in marriage   but,1
mr speaker  tonight we are taking on one of the great moral issues of our day  our basic sanctity of life  our right to life  and what you hear tonight is a lot of emotion   we have all had experiences with situations similar to this  or we know those that have dealt with these tough issues   we know family members that have dealt with these tough issues of endoflife decisions   and tonight we as a body are wrestling with this issue   just like america is  we are wrestling with this,1
mr speaker  i rise in support of this bill tonight with a heavy heart  as is everybody in this chamber   i would  though  like to address an important issue that we have not talked much about  and that is the conflict of interest that i believe her husband has with respect to his decisions that are supposedly in her best interest   i have spent a professional career as a cpa working under a code of conduct that requires me to function without conflicts of interest   i have to disqualify,1
mr speaker  the gentleman made a statement  if i understand correctly  that passage of this proposal before us today would translate into a savings of  400 for each family in america   ,0
if the gentleman will yield further  the  400 would actually go back to the american family   is that what the chairman is suggesting   ,0
mr speaker  i thank the gentleman for yielding   the house will convene on tuesday at 2 pm   for legislative business   we will consider several measures under suspension of the rules  a final list of these bills will be sent to the members  offices by the end of the week   any votes called on these measures will be rolled until 6  30 pm   on wednesday and thursday  the house will convene at 10 am   for legislative business   we likely will consider additional legislation under s,1
mr speaker  i appreciate the gentleman yielding   we do not know at this point  and we will certainly advise the gentleman when we have that   the problem is because of this shortened week  we have committees that are marking up next week that had planned to mark up this week  and we have to try to work out the schedule so that we can make it as convenient for those markups as possible   ,1
that is correct   the gentleman is correct   ,1
mr speaker  i appreciate the gentleman yielding   i am not advised as to when we could go to conference on the budget  possibly next week   i know the house is yet to appoint the conferees  so we have a ways to go before a conference report is completed   ,1
mr speaker  if the gentleman would yield  i am confident that we will have a conference   yes  i am very confident   ,1
mr speaker  if the gentleman would yield  the gentleman is correct  and we are all concerned about the higher gas prices and as important as that is to higher prices of oil and gas   we have been trying to pass or get to the president an energy bill for almost 5 years or 6 years   we have an excellent chance of actually getting a bill to the president this year   we have had three committees scheduled to mark up components of the energy bill this week  the committee on energy and commerc,1
mr speaker  reclaiming my time  the chairman of the committee on the judiciary is absolutely right   we reported out a modified closed rule that provided the gentleman from north dakota  mr pomeroy   an opportunity to not only offer his substitute  but he could have offered a motion to recommit   so two bites at the apple   the exact same opportunity existed on this bill which has gone through congress after congress with an excess of 300 votes in the past   we said a substitute would,1
mr speaker  that is absolutely right   if you look at the cost that exists today because of abuse of bankruptcy law  the abusive filings of bankruptcy  there is  on average  for a family of four of  400 per year   ,1
if i could reclaim my time  what i am suggesting is that because of abuse of bankruptcy filings that take place today  that is a cost that is imposed on american consumers to the average family of four of in excess of  400   that is the reason it is absolutely essential  mr speaker  that we pass this legislation   ,1
i have yielded three times   if i could finish my statement  i would like to   we have other people who would like to participate   i know that my dear friend from florida  mr hastings   will be more than happy to yield further time to the gentleman from massachusetts   mr speaker  we have been waiting for years and years and years to get to the point where we could get a measure to the desk of the president of the united states so that he can sign it  so that we can deal with this is,1
mr speaker  i rise to oppose this legislation   after 4 years of record deficits and  2 trillion in new debt  one would think that the republican majority would have a better understanding of what bankruptcy is   they are lucky this law does not apply to their actions in the last 4 years   instead  we have a bill that promotes one bankruptcy code for the wealthy and another for the middle class   case in point  the bill preserves the `` millionaires loophole   used by the wealthy to,0
mr speaker  by direction of the committee on rules  i call up house resolution 211 and ask for its immediate consideration   ,1
mr speaker  for the purpose of debate only  i yield the customary 30 minutes to the gentleman from florida  mr hastings    pending which i yield myself such time as i may consume   during consideration of this resolution  all time yielded is for the purpose of debate only   mr speaker  this is a closed rule providing for consideration of s 256  the bankruptcy abuse prevention and consumer protection act of 2005   the rule provides for 1 hour debate in the house  equally divided a,1
mr speaker  i yield myself such time as i may consume   i want to point out  mr speaker  to the gentleman from florida that medical expenses are specifically covered in the bill  and all other extenuating circumstances are covered in section 102 of the bill allowing judicial latitude   ,1
mr speaker  i yield myself such time as i may consume   in the 105th congress  hr 3150  bankruptcy reform  passed 306118   in the 106th congress  hr 8333 passed the house  313108   in the 107th congress  hr 333 passed the house 306108   in the 108th congress  hr 975 passed the house 315113   the gentleman from virginia  mr scott   was not one of those voting in the affirmative on any of those occasions  but i want to point out to the gentleman in regard to his conce,1
mr speaker  i reserve the balance of my time   ,1
mr speaker  i yield myself 1 minute   the gentlewoman from california brought up the issue about bankruptcy reform harming veterans   in speaking to that  senate 256 needsbased test includes several safeguards and exceptions for special circumstances  including those of veterans  a specific reference to a debtor who is subject to a call or ordered to active duty in the armed forces to the extent that such occurrences substantiate special circumstances   s 256 means test has a special e,1
mr speaker  i yield myself 1 minute   in response to the gentlewoman  i have got a letter from the national child support enforcement association  february 8  2005  that i will insert for printing in the record   let me just read one paragraph  the first and most important  `` the national child support enforcement association is a membership organization representing the child support community  a workforce of over 63  000 child support professionals   for the past 5 years  it ha,1
mr speaker  i reserve the balance of my time   ,1
mr speaker  i yield myself 1 minute   in response to the gentleman from illinois  the reform bill significantly limits two practices that some wealthy filers use to hide assets from bankrupt creditors   under the current system  in states with unlimited homestead exemptions  debtors can shield the full value of their residencies from creditors   to discourage debtors from relocating to the state to hide assets prior to a bankruptcy filing  the legislation requires a 3year residency bef,1
mr speaker  i thank the gentleman from georgia  mr gingrey   for yielding me the time   ,0
parliamentary inquiry  mr speaker   what was the objection about   ,0
mr speaker  further parliamentary inquiry  what is the ruling of the chair   ,0
further parliamentary inquiry  so the gentlewoman from new york s request to put in the record the material   ,0
mr speaker  there is objection to a member s placing in the record  a member who had made a statement supporting the things that she asked to be submitted  that is being denied   ,0
mr speaker  with the speaker s permission  i ask unanimous consent that the extraneous material offered by the gentlewoman from new york  mrs maloney   be made a part of the record following her remarks   ,0
mr speaker  i take this time for the purpose of inquiring about the schedule for the coming week   ,1
mr speaker  i thank the gentleman for his information   i would ask the majority leader if he knows which days we will be considering bankruptcy and which day we will be considering the estate tax bill   ,1
reclaiming my time  in any event  both bills will be on the calendar next week   ,1
mr speaker  with respect to the budget resolution which we have passed  i know the senate has appointed conferees  but we have not yet appointed conferees   does the leader know when we might appoint conferees for the budget conference   ,1
i would ask the majority leader  he is confident that we will have a conference   ,1
one additional question   i presume the gentleman from south carolina  mr spratt   will be invited to the conference at some point in time  along with others   ,1
mr speaker  i thank the gentleman for that assurance   as the gentleman knows  we have had some problems  at least from our perspective  in being included in the conferences from time to time   that is an important one   our citizens are confronting  as my colleague knows  very high gas prices   220   230   250 in some areas of the country   i understand that the committees of jurisdiction are expected to be marking up next week or are in the process of marking up the energy ,1
mr speaker  i thank the gentleman for that information   ,1
i object  mr speaker   ,1
i thank the gentleman for yielding me this time and for his leadership   mr speaker  i rise in opposition to this rule and to this morally bankrupt bill that puts corporate greed over fairness for ordinary folks   this bill takes the phrase `` kick them when they are down  to a whole new level   what about the fact that half of the people who file for bankruptcy protection are forced to do so because of high medical costs  loss of a job  or scam loan sharks   this bill would say to the,0
mr speaker  i request permission to place in the record  in response to this statement  statements by bar associations across this country  women s organizations  women s legal defense  asserting what i have said that children are put second to credit card companies   the material referred to is as follows  national women s law center  washington  dc  march 14  2005   dear congressman conyers  the national women s law center is writing to urge you to oppose hr 685  a bankru,0
and this is wrong   where are the family values in this congress   ,0
is it just rhetoric or do you really care about children   ,0
parliamentary inquiry  mr speaker   what is the basis for the objection to a request for insertion into the record of material   ,0
mr speaker  is it not customary as a normal matter of comity in this house to allow all material requested to be placed in the record   ,0
mr speaker  i appeal the ruling of the chair   ,0
yes  it is   ,0
mr speaker  in light of new information  i withdraw the appeal   ,0
i would like to respond very quickly   if medical expenses wipe you out and you can not pay them  under this bill you can not get into chapter 7 if you can pay  166 a month on your bills  however much they are   there could be hundreds of thousands of dollars that you could never pay   ,0
mr speaker  i recall yesterday when the death tax repeal was on the floor   it was a similar rule  and the minority was offered a chance to offer a substitute   they offered a substitute which was voted on and debated in the house of representatives   but that rule passed by voice vote   so the rule under which we considered the death tax repeal yesterday is the same type of rule that we are considering today  except that the minority on this bill decided not to offer a constructive alte,1
parliamentary inquiry  mr speaker   is the material asked to be inserted covered under the general leave that was requested at the beginning of the debate by the gentleman from georgia  mr gingrey     ,1
mr speaker  i move to table the appeal   ,1
mr speaker  i withdraw for now the motion to table   ,1
mr speaker  i rise in strenuous opposition to this unfair bill   mr speaker  i rise in strong opposition to s 256   this bankruptcy bill is touted as reform  but it is actually a wolf in sheep s clothing intended to allow credit card companies and other lenders to gouge consumers when they are most vulnerable   republicans are giving this gift to big credit card companies at a time when many americans are faced with uncertain job stability  retirement security  and health coverage  ,0
mr speaker  parliamentary inquiry   ,0
mr speaker  does the rule not state that the objection must be asked for prior to the speaking of the member   this member spoke  and the objection was asked for after the party spoke   my understanding is it should have been done ahead of time   what is the correct rule   ,0
i am sorry  mr speaker   i think what i observed was she asked unanimous consent   there was no objection   she proceeded to speak   she spoke  and the objection was not timely   it was asked for after she had completed speaking   that is what i saw   ,0
mr speaker  i submit that that was not a timely objection   it was not timely   ,0
mr speaker  i do not think so   and i would oppose that  and i would support my colleague  who again would ask that we have a vote on the ruling by the chair   ,0
yes  mr speaker   based on my statement  he is now again appealing the ruling of the chair based on that it was untimely   i ask the gentleman from new york  mr nadler   if that is right   ,0
yes  mr speaker  i withdraw  and i thank the gentleman on the opposite side of the aisle   ,0
well  he has not heard me speak yet   ,1
i will do that  mr chairman   ,1
mr chairman  this is a very  very big opportunity and challenge for us that i think we will be able to meet   mr chairman  i reserve the balance of my time   ,1
mr chairman  i would like to thank chairman hobson for his leadership in bringing this important legislation to the floor  and i also thank him for his continued commitment to the yucca mountain project   as a fiscal conservative  i share his concerns regarding the federal government s liability as result of project delays  and i would like to work with the committee to ensure the department of energy  doe  fulfills its statutory and contractual obligation to accept spent fuel for dispo,1
mr chairman  i yield myself 2 minutes   mr chairman  i rise in strong support of hr 6  the energy policy act of 2005   passage of this comprehensive bill will ensure a more affordable  environmentally friendly energy supply   america s prosperity and national security are at stake   the bill before us today is a balanced bill and it is a bipartisan bill   it will have lower energy prices over time for consumers  it will help spur our economy  create hundreds of thousands of jobs ,1
madam chairman  how much time does the gentleman from texas  mr hall   have   ,1
madam chairman  i yield myself 4 minutes   madam chairman  first  i rise in opposition to the dingell substitute   i do want the record to show that i supported at the committee on rules that it be made in order so we could have a full debate   the dingell substitute  if it were actually to be implemented into the bill and become law  would go far beyond anything currently being considered in the electricity sector   it would increase the fines already under the bill that go up to  1 m,1
madam chairman  i yield myself such time as i may consume for the purpose of responding to the gentlewoman from california  ms eshoo   and also to enter into a colloquy with the gentleman from new hampshire   first  let me simply say i understand the concern of the gentlewoman from california  ms eshoo   about the situation in the power markets in california 4 to 5 years ago  and i know she feels more needs to be done   as we speak  there is litigation in process to have more done in,1
madam chairman  i agree with the gentleman from new hampshire   he and i have been working toward a solution to the contamination problem in new hampshire and across the nation   if he is not satisfied with the solution thus far  then i am not satisfied with it either  and i agree with him that more must and will be done   with the time that we will have to continue our already significant progress  i appreciate his commitment to reach out to other members with similar problems like his ,1
i agree with that statement  also   the principles the gentleman has outlined should be part of the solution   i am confident that our work will adequately satisfy new hampshire and other contaminated states with problems similar to his state s   madam chairman  i will just say that we are in opposition to the dingell substitute and would urge a `` no  vote at the appropriate time   ,1
mr chairman  i reserve the balance of my time   ,1
in the beginning  he has some efficiency standards   he goes through and sets some specific standards on specific appliances  dishwashers and things like this   but on page 21  there is something beginning on line 16 that i just do not understand and i just want to see   the gentleman from new york may not understand it either  because he may not have had much advance work in drafting this   the heading is administration  penalties  enforcement and preemption   it says  `` section 34,1
then right underneath that  we are talking about administration  penalties  enforcement and preemption on efficiency standard for appliances   after that paragraph i just read  then you go back and just out of the blue  it says  `` in determining whether to defer such acquisition  the secretary shall use marketbased practices when deciding to acquire petroleum for the strategic petroleum reserve  again  i am going to assume that this was a cutandpaste effort and something got left,1
mr chairman  i reserve the right to object  and i will not object   ,1
mr chairman  i am supportive  but my understanding is that the gentleman from arizona is going to be nonsupportive   ,1
mr chairman  i rise in respectful opposition   ,1
parliamentary inquiry  mr chairman   ,1
mr chairman  reclaiming my time  with all due respect  this bill came out of my committee   i mean  read it   would i put something in there or approve something  or is there some secret language  some code word that the gentleman and i  either one  do not know   `` no activities funded under this section may be carried out in the state of new mexico  boom   now  i am not saying the congressional research service did not tell the gentleman what he read in the record   the gentl,1
mr chairman  reserving the right to object  and i will not object  mr chairman  simply to say that the gentleman has cleared this with the majority   it would change the numerical number of cities that would be eligible  but it would not change the total funding  and this is an acceptable change  and we are very willing to accept it   mr chairman  i withdraw my reservation of objection   ,1
mr chairman  reclaiming my time  i am not saying that he stipulated that mbte had to be used   i am stipulating that he knew it could be used   and he is entitled to change his mind  change his position   it is a free country   but at one time he thought that mbte could help clean up the air   that is all i am saying   ,1
mr chairman  i ask unanimous consent to speak out of order and engage in a colloquy with the chairman of the committee on agriculture   ,1
mr chairman  i thank the gentleman for raising these concerns and agree with the gentleman that market transparency is an absolute need for an affordable energy supply and that the protection of proprietary data is a must for the efficient and effective use of us futures markets   regulation of united states futures exchanges is certainly within the jurisdiction of the cftc   i give the gentleman my assurances i will work with him on language that reflects the commodity futures trading cor,1
mr chairman  i ask unanimous consent to speak out of order to engage in a colloquy with the gentlewoman from ohio  ms pryce     ,1
the gentlewoman is correct   ,1
the gentlewoman is once again correct   ,1
the gentlewoman is correct  for the third time in a row   ,1
we always thank the gentlewoman for her inquiries   ,1
mr chairman  i commend the gentleman from massachusetts  mr markey   on his visual   ,1
i thank the gentleman for yielding   madam chairman  over the past several months  the gentleman from texas and i have worked toward a fair and equitable solution to the problem of contamination caused by mtbe getting into our groundwater and other waters   i appreciate all his efforts and the faith he has placed in me on this issue which is so critical to new hampshire  a state that has been affected significantly and  obviously  other affected states   like him  i had hoped that we wo,1
i thank the gentleman for those comments   does the gentleman also agree that the principles we have established so far  including a fair funding system  strict cleanup standard and an appropriate amount of time for contamination discovery will be safeguarded in the final product unless equivalent mechanisms can be developed   ,1
madam speaker  i thank the gentlewoman and commend her for organizing this hour that we can talk about this energy bill  but we all hope we not only hope can pass on this floor but can actually in this congress become law because we have waited too long   the american people have waited too long to have an energy policy that is a little bit more than one day at a time   so i do  again  commend the gentlewoman   anwr has been an issue in this congress and much of the united states for year,1
mr chairman  i feel like the skunk at the office party  but i rise to oppose the funding for the yucca mountain project contained in this bill   this bill shortchanges water projects and energy technology research and development  research into technologies to harness the sun and wind and reduce our dependence on foreign oil   yet there is 15 percent more funding for yucca mountain than there was in last year s bill despite the fact that this project is unsafe and riddled with problems an,0
mr chairman  i claim the time on the majority side for the committee on science   ,1
mr chairman  i yield myself such time as i may consume   in closing  i express my appreciation for the leadership of the committee on science and my colleagues on the committee for their contributions to the development of the provisions in the r  amp  d title of hr 6   they are bipartisan  forward thinking  balanced  and speak to the importance that we as a congress place on the role of technology in our energy future   i would also express my appreciation for the extremely profess,1
mr chairman  the chair did not ask him if he rose in opposition   ,1
mr chairman  i note that the gentleman from ohio included in the committee report a provision directing the secretary of energy to begin moving commercial spent nuclear fuel into interim storage at one or more department of energy sites   i want to be sure that your intent is for the secretary to focus his attention on existing doe sites and not go looking for private sites that might be used for interim storage   is my understanding of the gentleman s intent correct   ,1
so the gentleman does not see any reason the secretary would consider a nondoe site for interim storage   ,1
mr chairman  i thank the gentleman from ohio for his hard work and his courtesy   ,1
yes  i would  mr chairman   ,0
it is  in fact  a drafting error   these efficiency standards were taken from the senate bill from the 108th congress and it is a drafting error   the date needs to be updated   ,0
mr chairman  i demand a recorded vote   ,0
mr speaker  this is interesting  hearing our colleagues talk about this bill   i think that people and many of our colleagues know that this bill has been born out over 4 years of hard work  hundreds of hearings  hundreds of hours of testimony   it is a balanced bill   mr speaker  i certainly believe it is one that bridges the needs that we have today with where we need to be in the future as we look to renewable energy sources and alternative sources   one of the things that the chai,1
madam speaker  what a day we have had here in the house   we have talked about energy policy   and having an energy bill come to the floor of this house is something that we have waited for for quite a period of time   i want to congratulate the gentleman from texas  mr barton   and our colleagues on the committee on energy and commerce   as we have had this occur today  it has been quite an effort   our energy committee  last week we talked about it earlier in the week and we talked ,1
madam speaker  i thank the gentleman so much for his thoughts  and i thank him for his leadership on the committee on energy and commerce  and the gentleman from texas is exactly right   this is an issue about the future   it is an issue that affects our children  and as he said  it is an issue about the economy  about security and how we need to look at our sources of oil  our security  and many times we feel we are too reliant on foreign oil  which we are   right now  62 percent o,1
madam speaker  i thank the gentleman for his leadership on this issue and for his diligent work on behalf of his constituents and on behalf of all americans as we are working on this bill and bringing it forward to the house  getting it ready to move forward and looking forward to the time that the president signs this into law  so that we do have an energy policy   a couple of points i would like to highlight with my colleagues that the gentleman from nebraska brought forward to us  this b,1
madam speaker  i thank the gentleman from colorado for the explanation of this   i think it is so important for us to keep this in perspective   we are talking about 2  000 acres when we talk about anwr  and it is in many hundreds of thousands of acres   it is like putting a quarter on the dining room table  that is the relationship of that space   so i thank the gentleman from colorado for his work on the issue   the gentleman from idaho  who is a member and a leader on the committee ,1
i thank the gentleman from iowa for spending some time with us   he is exactly right  madam speaker   this is a homeland security and an economic security issue   we realize that   competitiveness is important   we know  just as the gentleman said  we are meeting today s needs   we can not not address the needs of today   that does require us to address oil and gas   at the same time we have to build that bridge to the future   this bill does that and does put the focus on biodiesel,1
madam speaker  i thank the gentleman from texas  mr gohmert   for participating with us tonight   he is exactly right   the estimate is that 500  000 new jobs will be created over the next year by the changes made in the energy policy for this nation   as i close this time that i have had tonight  i do want to certainly draw some attention to provisions of the bill  and tomorrow we hope that everyone is going to be able to talk with us and work with us as we go through the bill   and ,1
mr speaker  i thank the gentlewoman for her comments   as we continue with our debate  as we were saying earlier  we will be looking at electricity  and we are going to have some provisions in this bill that the federal government is going to lead on energy conservation issues   one of our colleagues talked earlier about clean coal technology and renewable sources   those will be addressed in the bill also   and we will look forward tomorrow as we come to the floor to being able to cont,1
mr speaker  i appreciate the gentleman s courtesy   we are fond of saying around here that the world changed after september 11  but the energy bill did not   this bill is virtually identical to dick cheney s energy task force and where the house has been these last 4 years with concerns  notwithstanding the enron scandal  skyrocketing gasoline prices and demands on scarce oil supplies in unstable parts of the world   it is ironic that the american public s vision is much clearer than,0
mr chairman  i thank the gentleman from texas for yielding me this time to speak in favor of this bill  and i thank him for his great leadership to bring this bill to the floor   for 6 years now  the president of the united states has been saying that one of our primary failings as a country was to have an energy policy that moved forward   for three congresses  our body has responded to that  first with the leadership of the gentleman from texas as chairman of the subcommittee  and now,1
madam chairman  when george w bush was running for president six years ago  he said that our country had been without a comprehensive energy policy for a decade   we are now going on sixteen years with no energy plan for america  and it is not for lack of trying   the house of representatives has passed energy legislation four times  only to have the bills die in the senate because of partisan politicking   keeping the lights on should not be a partisan issue   filling up a gas tank sho,1
mr chairman  i reserve the balance of my time   ,0
mr chairman  how much time do i have remaining   ,0
mr chairman  i demand a recorded vote   ,0
mr chairman  i first want to thank chairman barton for putting so much time and effort into this legislation   it is due to his leadership and commitment to establishing a better national energy policy that we are here today   hr 6 takes many important steps   i am especially pleased at its focus on renewable energy and i thank chairman barton for including my renewable energy production incentive  repi  legislation in the bill   in addition to repi  hr 6 also helps homeowners acros,1
mr chairman  i want to thank the gentleman from michigan for yielding this time to me and commend him on his outstanding leadership with regard to the energy bill now before us   i have supported the passage of comprehensive energy legislation for the last two congresses  and i rise in support of the measure that is before the house this afternoon   while i do not support all of the sections of the bill  there are a number of provisions in the energy measure that i believe will enhance our,1
mr chairman  i thank the gentleman from texas  mr barton   for yielding me this time   the gentleman has done a magnificent job leading the committee on this new bill   i would just say  in america we face some great challenges with regard to formulation of our energy policy   the oil demand growth keeps rising due to the industrialization of the emerging world   china consumes 7 million barrels per day  and if china s rise in world prominence is similar to that of korea and japan  ,1
mr chairman  i want to thank the gentleman for engaging in this colloquy with me addressing the department of defense  dod s concern in any decision ferc would make authorizing the siting of liquefied natural gas facilities  lng  on or contiguous to our defense installations   mr chairman  i know and believe our colleagues all recognize the extreme importance of our duty to ensure that our men and women in uniform are able to operate and train in an environment free of any unnecessary c,1
i thank the gentleman   ,1
mr chairman  the comprehensive energy package that we pass today is a major step forward in our ability to provide certainty in the united states  energy sector   this legislation is the result of hundreds of hours of work developing a plan that will reduce our dependence on foreign oil  improve our economy  and create jobs   this legislation improves our nation s electricity transmission and reliability   it provides for safer  stable and more reliable energy sources within our own co,1
mr chairman  could we discuss this  please   ,0
mr chairman  i withdraw my reservation of objection   ,0
mr chairman  i yield myself 15 seconds   in response to the gentleman from new hampshire  mr bass    i show him the headline in the newspaper of a little town in my district  where they had to sue chevron for  9 billion for contamination of the water supply and it was settled out of court   they never would have gotten the settlement without the lawsuit   ,0
mr chairman  i demand a recorded vote  and pending that  i make the point of order that a quorum is not present   ,0
mr speaker  let me thank the distinguished whip for yielding   and i have listened to this colloquy   and let me try to add a little bit to it  if i might   first  i appreciate the leader s acknowledgment on process because the process is very important   i think the debate that we are having on the floor should have been had prior to the rule being brought under a very partisan environment for passage on the first day of session   i think if we would have had a chance  democrats and ,0
very briefly   ,0
let me just put out that when that issue was before the house  the former rules changes  we added a 180day automatic dismissal that was rejected in a bipartisan vote by this body  just to point out to the distinguished leader   ,0
just to correct the record  and the leader is correct   we did vote against the package   the package was developed in a very bipartisan manner through the task force   there were some votes that took place on the floor of the house that were recommended against by the task force that changed some of the recommendations  and we had a motion to recommit to try to clarify that   the gentleman is correct on the final vote  but the package itself was very much developed in a bipartisan manner,0
mr chairman  i demand a recorded vote   ,0
mr chairman  this debate comes down to fact v fiction   fiction  the other side argues that drilling in pristine areas will lower gas prices   fact  the president s top counselor dan bartlett said this week that there is no magic wand to reduce gas prices   fiction  opening anwr will relieve the us from turning to foreign sources   fact  this bill makes our country more dependent on fossil fuels from places like the mideast as scientists of all ideologies have stated that the ,0
madam chairman  i rise today in strong support of hr 6  the energy policy act of 2005   wyoming is often called the energy basket of america  but people in my state who are taking out emergency loans just to fill up their pickup s tanks would not know it   in my home town of casper  gas is  210 a gallon  in cheyenne it is almost  220   it is  230 in riverton and  240 in jackson   madam chairman  that is just too much   some of the people around the country who pay close to ,1
mr chairman  while vice president cheney still refuses to release the records of his energy task force  it is obvious from the bill under consideration today who participated in the task force and who shaped the energy policy act before us   for the uninitiated  let me tell you  it was the big oil  coal  natural gas  and nuclear energy companies and concerns who shaped this legislation   according to the congressional research service  us energy consumption has almost tripled betwee,0
we will see how much time she takes   if the gentleman can see how much time she takes  and then we can give the balance to the gentlewoman from illinois  mrs biggert     i have a gentleman from our side who wants to speak in favor as well   we will try to accommodate the gentlewoman from illinois  mrs biggert     ,1
mr chairman  i ask unanimous consent each side be given 1 additional minute   ,1
mr chairman  i ask unanimous consent for 1 additional minute on each side   ,1
madam chairman  over the past couple of years i have corresponded with the department of energy on an issue of particular concern to me   the department of energy continues to spend millions of dollars  over  60 million so far  to defend private contractors who caused injury to citizens downwind of the hanford nuclear reservation despite provisions of the price anderson act to the contrary   the american taxpayers should no longer have to bear the burden of defending private contractors wh,0
i thank the distinguished whip for yielding to me   mr speaker  the house will convene on tuesday at 2 pm   for legislative business   we will consider several measures under the suspension of the rules   a final list of those bills will be sent to the members  offices by the end of the week   any votes called on these measures will be rolled until 6  30 pm   on wednesday and thursday  the house will convene at 10 am   for legislative business   we will likely consider additional,1
mr speaker  if the gentleman will yield further  obviously we would have liked to have met the statutory deadline of april 15  but  unfortunately  we will not   i am advised that the speaker has not yet decided when he would like to appoint the conferees to meet with the senate  but it could occur as early as next week   hopefully  within the next few weeks we will have a conference report for the house to consider that provides for the extension of the progrowth tax policies enacted ,1
mr speaker  i appreciate the gentleman continuing to yield   the gentleman has touched on many points   i am advised  and i stand to be corrected  but having served on the committee on appropriations  the rules allow that once we pass the april 15 deadline for having a budget  the committee on appropriations is allowed to start their work without a budget   i am advised also by the gentleman from california  chairman lewis  of the committee on appropriations  who is walking in front ,1
mr speaker  i thank the gentleman for yielding   the gentleman s original question was when will we see a conference report for the budget come to the floor   i am hoping as soon as possible  obviously   i have no idea when the negotiations with the house and the senate will start in earnest  when we will appoint the conference committee   there is very little difference  quite frankly  from the house bill and the senate bill  and i would assume that the major issues will be taken ca,1
mr speaker  i thank the gentleman for yielding   obviously  i can not anticipate what the committee on rules may do on this bill   ,1
mr speaker  i appreciate the gentleman s concerns   the gentleman has raised two issues  one is process and one is substance   on the process side  the gentleman is correct   and the gentleman would have to ask the speaker about the process of bringing the rules to the floor in a bipartisan way   and i do not want to secondguess the speaker  and the gentleman may well have a good argument on process   but in the substance  the gentleman is correct   and i hope all members are watch,1
if the gentleman will yield  the gentleman has made my point   under the old rules  both sides could protect themselves   ,1
if the gentleman is not going to let me respond and interrupt me  then this colloquy can end   ,1
thank you   i appreciate that   ,1
as i was saying before i was interrupted  and i appreciate the gentleman yielding  the point is that both sides  in the old rules  both sides could shut the process down   the difference is  and it is a huge difference  the members would be hanging out there and with no resolution   and the gentleman is incorrect and misrepresents the process   the process starts with the ranking member and the chairman looking at the facts as presented to them by the person charging the member   and t,1
mr speaker  i appreciate the comments by the gentleman who worked so hard on that bipartisan ethics reform taskforce that made recommendations to the house   and i appreciate that the gentleman is trying to protect those rules that he worked on   but i remind the gentleman that when those rules were voted on  both gentlemen from maryland voted against the rules they are trying to protect today   and then i might say your comments are well taken   the length of time is a problem   we have,1
if the gentleman would yield   i have to remind the gentleman  and i know going back to 1997 is very difficult  but this was not part of the rules package   this was voted on september 18  1997  and it was on the recommendations for reforming the committee on standards of official conduct  and the gentleman that worked on the recommendation and the gentleman speaking voted against the recommendations  not on the house rules package   my point  and i do not want to belabor that for the ,1
mr chairman  we have a bad bill   it is represented as being something which is going to save money and increase energy supplies   the energy information agency says neither of these cases is true   it is not going to reduce energy prices  but rather will increase the cost of gasoline   let us look at what our country needs   it needs congress to pass a real energy bill  not a flawed bill that will hurt the environment  hurt consumers  and cost taxpayers a bundle of money   democrats,0
